segment,waterbody,station,depth (m),deployment_start_date (UTC),deployment_end_date (UTC)
Yarmouth_Lobster Bay_Wedgeport_4.0_2020-06-16T00:00:00Z_2020-09-16T00:00:00Z,Lobster Bay,Wedgeport,4.0,2020-06-16T00:00:00Z,2020-09-16T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_2.0_2020-06-22T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Ram Island,2.0,2020-06-22T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_5.0_2020-06-22T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Ram Island,5.0,2020-06-22T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_2.0_2020-09-15T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Morris Island,2.0,2020-09-15T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_3.0_2020-09-15T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Morris Island,3.0,2020-09-15T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_4.0_2020-09-15T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Morris Island,4.0,2020-09-15T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_2.0_2020-09-16T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Wedgeport,2.0,2020-09-16T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.0_2020-09-16T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Wedgeport,4.0,2020-09-16T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.5_2020-09-16T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Wedgeport,4.5,2020-09-16T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_5.0_2020-09-16T00:00:00Z_2021-07-08T00:00:00Z,Lobster Bay,Wedgeport,5.0,2020-09-16T00:00:00Z,2021-07-08T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_5.0_2021-07-08T00:00:00Z_2021-11-09T00:00:00Z,Chebogue Harbour,Big Pond Point,5.0,2021-07-08T00:00:00Z,2021-11-09T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_12.0_2021-07-08T00:00:00Z_2021-11-09T00:00:00Z,Chebogue Harbour,Big Pond Point,12.0,2021-07-08T00:00:00Z,2021-11-09T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_2.0_2021-07-08T00:00:00Z_2021-11-09T00:00:00Z,Chebogue Harbour,Big Pond Point,2.0,2021-07-08T00:00:00Z,2021-11-09T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_10.0_2021-07-08T00:00:00Z_2021-11-09T00:00:00Z,Chebogue Harbour,Big Pond Point,10.0,2021-07-08T00:00:00Z,2021-11-09T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_3.0_2021-07-08T00:00:00Z_2021-07-19T00:00:00Z,Lobster Bay,Morris Island,3.0,2021-07-08T00:00:00Z,2021-07-19T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.5_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Wedgeport,4.5,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Wedgeport,4.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_2.0_2021-07-08T00:00:00Z_2021-07-19T00:00:00Z,Lobster Bay,Morris Island,2.0,2021-07-08T00:00:00Z,2021-07-19T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_2.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Wedgeport,2.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Morris Island_4.0_2021-07-08T00:00:00Z_2021-07-19T00:00:00Z,Lobster Bay,Morris Island,4.0,2021-07-08T00:00:00Z,2021-07-19T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_8.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Ram Island,8.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_5.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Wedgeport,5.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_2.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Ram Island,2.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_5.0_2021-07-08T00:00:00Z_2022-06-21T00:00:00Z,Lobster Bay,Ram Island,5.0,2021-07-08T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_12.0_2021-11-09T00:00:00Z_2022-06-21T00:00:00Z,Chebogue Harbour,Big Pond Point,12.0,2021-11-09T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_10.0_2021-11-09T00:00:00Z_2022-06-21T00:00:00Z,Chebogue Harbour,Big Pond Point,10.0,2021-11-09T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_2.0_2021-11-09T00:00:00Z_2022-06-21T00:00:00Z,Chebogue Harbour,Big Pond Point,2.0,2021-11-09T00:00:00Z,2022-06-21T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_12.0_2022-06-21T00:00:00Z_2023-08-03T00:00:00Z,Chebogue Harbour,Big Pond Point,12.0,2022-06-21T00:00:00Z,2023-08-03T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_10.0_2022-06-21T00:00:00Z_2023-08-03T00:00:00Z,Chebogue Harbour,Big Pond Point,10.0,2022-06-21T00:00:00Z,2023-08-03T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_2.0_2022-06-21T00:00:00Z_2023-08-03T00:00:00Z,Chebogue Harbour,Big Pond Point,2.0,2022-06-21T00:00:00Z,2023-08-03T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_2.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Lobster Bay,2.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_4.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Lobster Bay,4.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_4.5_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Lobster Bay,4.5,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_5.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Lobster Bay,5.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Wedgeport,4.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_4.5_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Wedgeport,4.5,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_2.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Wedgeport,2.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Wedgeport_5.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Wedgeport,5.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_5.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Ram Island,5.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_2.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Ram Island,2.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_8.0_2022-06-21T00:00:00Z_2023-08-02T00:00:00Z,Lobster Bay,Ram Island,8.0,2022-06-21T00:00:00Z,2023-08-02T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_4.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Lobster Bay,4.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_2.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Lobster Bay,2.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_4.5_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Lobster Bay,4.5,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Lobster Bay_5.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Lobster Bay,5.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_8.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Ram Island,8.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_2.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Ram Island,2.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lobster Bay_Ram Island_5.0_2023-08-02T00:00:00Z_2024-08-07T00:00:00Z,Lobster Bay,Ram Island,5.0,2023-08-02T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_5.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Chebogue Harbour,Big Pond Point,5.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_10.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Chebogue Harbour,Big Pond Point,10.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_2.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Chebogue Harbour,Big Pond Point,2.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Careys Cove_Yarmouth Bar_10.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Careys Cove,Yarmouth Bar,10.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Careys Cove_Yarmouth Bar_2.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Careys Cove,Yarmouth Bar,2.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Careys Cove_Yarmouth Bar_15.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Careys Cove,Yarmouth Bar,15.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Chebogue Harbour_Big Pond Point_12.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Chebogue Harbour,Big Pond Point,12.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Careys Cove_Yarmouth Bar_5.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Careys Cove,Yarmouth Bar,5.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lamonts Cove_Short Beach_5.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Lamonts Cove,Short Beach,5.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lamonts Cove_Short Beach_10.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Lamonts Cove,Short Beach,10.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lamonts Cove_Short Beach_2.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Lamonts Cove,Short Beach,2.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
Yarmouth_Lamonts Cove_Short Beach_15.0_2023-08-03T00:00:00Z_2024-08-07T00:00:00Z,Lamonts Cove,Short Beach,15.0,2023-08-03T00:00:00Z,2024-08-07T00:00:00Z
